raw_symptoms,symptom_categories,body_parts_affected,severity_indicators,temporal_indicators,symptom_descriptions,symptom_count,has_multiple_symptoms,urgency_score,listed_symptoms,case_id,species,age
"['bloat', 'bloated', 'abdomen', 'seizure']","['gastrointestinal', 'neurological']",['abdomen'],[],['days'],[],4,True,5.0,"['bloated abdomen', 'seizures']",493,hamster,7.9
"['vomit', 'vomiting', 'eye', 'discharge', 'lethargy']","['gastrointestinal', 'ocular', 'behavioral']","['ears', 'ear', 'eye']",[],['yesterday'],['advise urgency'],5,True,2.5,"['minor eye discharge', 'lethargy', 'vomiting blood']",494,hamster,6.7
"['cough', 'coughing']",['respiratory'],"['ears', 'ear']",['mild'],['today'],[],2,True,1.0,['mild coughing'],495,hamster,13.6
"['scratch', 'scratching', 'red', 'behavior']","['dermatological', 'ocular', 'behavioral']","['ears', 'ear']",['mild'],[],[],4,True,2.0,"['dental cleaning inquiry', 'mild scratching', 'grooming required', 'behavioral consultation']",496,dog,0.8
"['scratch', 'scratching']",['dermatological'],"['ears', 'ear']",[],['days'],['going for'],2,True,1.0,"['excessive scratching', 'diet advice needed']",497,dog,0.7
[],[],[],[],['today'],[],0,False,0.0,['routine checkup'],498,bird,2.9
"['vomit', 'vomiting']",['gastrointestinal'],"['ears', 'ear']",[],[],"['just started ago', 'we come immediately']",2,True,1.0,['vomiting blood'],499,rabbit,5.5
"['diarrhea', 'lethargy', 'urinating', 'frequent']","['gastrointestinal', 'behavioral', 'urinary']",['ear'],[],['days'],['pig experiencing diarrhea'],4,True,2.0,"['diarrhea', 'lethargy', 'urinating more frequently']",500,guinea pig,4.8
"['limp', 'limping', 'discharge']","['musculoskeletal', 'ocular']",['ear'],[],['yesterday'],"['cat experiencing limping', 'advise urgency']",3,True,1.5,"['minor limping', 'ear discharge']",501,cat,0.9
['sneezing'],['respiratory'],"['ears', 'ear']",[],[],[],1,False,0.5,"['routine checkup', 'sneezing']",502,guinea pig,7.2
"['vomit', 'vomiting', 'diarrhea', 'hair', 'eye', 'discharge', 'lethargy']","['gastrointestinal', 'dermatological', 'ocular', 'behavioral']","['ears', 'ear', 'eye']",[],['days'],[],7,True,3.5,"['diarrhea', 'lethargy', 'minor eye discharge', 'vomiting']",503,cat,1.2
['breath'],['respiratory'],"['nail', 'ears', 'ear']",[],['days'],[],1,False,0.5,"['vaccination due', 'bad breath', 'nail trimming needed']",504,guinea pig,10.4
"['paralysis', 'unconscious']",['neurological'],"['ears', 'ear']",['severe'],[],['we come immediately'],2,True,5.0,"['severe bleeding', 'paralysis', 'unconscious']",505,cat,16.7
"['cough', 'coughing', 'scratch', 'scratching']","['respiratory', 'dermatological']",[],['mild'],['today'],[],4,True,2.0,"['mild coughing', 'excessive scratching']",506,bird,11.4
"['diarrhea', 'injury', 'scratch', 'scratching', 'eye', 'vision', 'discharge', 'lethargy']","['gastrointestinal', 'musculoskeletal', 'dermatological', 'ocular', 'behavioral']","['ear', 'eye']",[],['today'],['dog experiencing discharge'],8,True,4.0,"['minor eye discharge', 'lethargy', 'excessive scratching', 'diarrhea', 'eye injury with vision loss']",507,dog,0.7
['breath'],['respiratory'],[],[],['days'],[],1,False,0.5,['bad breath'],508,rabbit,3.8
"['scratch', 'scratching']",['dermatological'],['ear'],['mild'],[],"['pig experiencing scratching', 'advise urgency']",2,True,1.0,"['mild scratching', 'weight management consultation']",509,guinea pig,6.8
"['cough', 'coughing', 'sneezing']",['respiratory'],[],['mild'],[],[],3,True,1.5,"['sneezing', 'mild coughing']",510,bird,7.0
"['breath', 'diarrhea', 'red']","['respiratory', 'gastrointestinal', 'ocular']",['nail'],[],['days'],[],3,True,1.5,"['grooming required', 'bad breath', 'routine checkup', 'nail trimming needed', 'bloody diarrhea']",511,guinea pig,1.2
"['vomit', 'vomiting']",['gastrointestinal'],"['ears', 'ear']",[],[],"['just started ago', 'advise urgency']",2,True,1.0,['vomiting'],512,hamster,5.6
"['drinking', 'discharge']","['gastrointestinal', 'ocular']","['ears', 'ear']",[],['yesterday'],[],2,True,1.0,"['ear discharge', 'drinking more water than usual']",513,bird,3.2
"['drinking', 'lethargy']","['gastrointestinal', 'behavioral']","['ears', 'ear']",[],[],[],2,True,1.0,"['lethargy', 'drinking more water than usual', 'routine checkup']",514,guinea pig,13.3
"['paralysis', 'lethargy']","['neurological', 'behavioral']",['ear'],[],['days'],"['bird experiencing lethargy', 'going for']",2,True,2.5,"['lethargy', 'paralysis']",515,bird,2.7
['behavior'],['behavioral'],"['ears', 'ear']",[],['days'],['going for'],1,False,0.5,"['behavioral consultation', 'vaccination due', 'routine checkup']",516,guinea pig,2.0
"['vomit', 'vomiting']",['gastrointestinal'],[],['severe'],['days'],['going for'],2,True,1.5,"['vomiting blood', 'severe allergic reaction']",517,hamster,7.8
"['bloat', 'bloated', 'abdomen', 'unconscious']","['gastrointestinal', 'neurological']","['abdomen', 'ears', 'ear']",[],['yesterday'],['advise urgency'],4,True,5.0,"['poisoning suspected', 'unconscious', 'bloated abdomen']",518,hamster,1.3
"['appetite', 'drinking', 'eye', 'discharge', 'urinating', 'frequent']","['gastrointestinal', 'ocular', 'urinary']",['eye'],[],['yesterday'],[],6,True,3.0,"['urinating more frequently', 'minor eye discharge', 'drinking more water than usual', 'loss of appetite', 'vaccination due']",519,bird,8.9
"['scratch', 'scratching', 'discharge']","['dermatological', 'ocular']","['ears', 'ear']",[],['yesterday'],[],3,True,1.5,"['excessive scratching', 'ear discharge', 'vaccination due']",520,dog,8.1
[],[],"['ears', 'ear']",[],['days'],[],0,False,0.0,['routine checkup'],521,guinea pig,12.6
"['eye', 'discharge', 'squint', 'squinting', 'red']",['ocular'],"['ears', 'ear', 'eye']",[],['days'],['advise urgency'],5,True,2.5,"['grooming required', 'eye discharge with squinting']",522,guinea pig,2.5
"['scratch', 'scratching', 'red']","['dermatological', 'ocular']",['ear'],['mild'],['yesterday'],['pig experiencing scratching'],3,True,1.5,"['mild scratching', 'grooming required']",523,guinea pig,8.7
"['sneezing', 'vomit', 'vomiting', 'drinking']","['respiratory', 'gastrointestinal']","['ears', 'ear']",[],['days'],['going for'],4,True,2.0,"['sneezing', 'vomiting', 'drinking more water than usual']",524,dog,3.1
[],[],"['ears', 'ear']",[],[],[],0,False,0.0,"['routine checkup', 'weight management consultation']",525,bird,14.8
"['cough', 'coughing', 'sneezing']",['respiratory'],"['ears', 'ear']",['mild'],[],"['hamster sneezing', 'just started ago']",3,True,1.5,"['mild coughing', 'sneezing']",526,hamster,11.4
"['hair', 'lethargy']","['dermatological', 'behavioral']",['ear'],['severe'],['today'],"['cat experiencing lethargy', 'advise urgency']",2,True,1.5,"['lethargy', 'severe trauma']",527,cat,0.5
"['discharge', 'lethargy']","['ocular', 'behavioral']","['ears', 'ear']",[],['today'],[],2,True,1.0,"['ear discharge', 'lethargy']",528,cat,0.9
"['eye', 'discharge']",['ocular'],"['ears', 'ear', 'eye']",[],[],['just started ago'],2,True,1.0,"['ear discharge', 'minor eye discharge']",529,guinea pig,1.1
"['scratch', 'scratching', 'behavior']","['dermatological', 'behavioral']",[],['mild'],['yesterday'],[],3,True,1.5,"['behavioral consultation', 'mild scratching', 'dental cleaning inquiry']",530,hamster,2.4
"['urinating', 'frequent']",['urinary'],"['ears', 'ear']",[],[],['we come immediately'],2,True,1.0,"['urinating more frequently', 'difficulty defecating']",531,rabbit,6.4
['paralysis'],['neurological'],"['gum', 'gums', 'ear']",[],['days'],"['pig experiencing paralysis', 'going for']",1,False,2.0,"['paralysis', 'pale gums']",532,guinea pig,8.8
"['scratch', 'scratching']",['dermatological'],[],[],['days'],['going for'],2,True,1.0,['excessive scratching'],533,bird,8.4
"['breath', 'scratch', 'scratching']","['respiratory', 'dermatological']",['ear'],['mild'],['today'],"['cat experiencing breath', 'advise urgency']",3,True,1.5,"['bad breath', 'vaccination due', 'mild scratching']",534,cat,3.2
"['limp', 'limping']",['musculoskeletal'],"['ears', 'ear']",[],['days'],[],2,True,1.0,"['minor limping', 'diet advice needed']",535,hamster,2.7
"['sneezing', 'vomit', 'vomiting', 'limp', 'limping', 'lethargy']","['respiratory', 'gastrointestinal', 'musculoskeletal', 'behavioral']",['ear'],[],[],['dog experiencing sneezing'],6,True,3.0,"['sneezing', 'lethargy', 'minor limping', 'vomiting']",536,dog,17.9
"['cough', 'coughing', 'limp', 'limping', 'eye', 'discharge', 'lethargy']","['respiratory', 'musculoskeletal', 'ocular', 'behavioral']","['ears', 'ear', 'eye']",['mild'],[],[],7,True,3.5,"['lethargy', 'mild coughing', 'minor limping', 'minor eye discharge']",537,cat,2.8
"['cough', 'coughing', 'sneezing', 'scratch', 'scratching', 'discharge']","['respiratory', 'dermatological', 'ocular']","['ears', 'ear']",['mild'],['days'],['going for'],6,True,3.0,"['mild coughing', 'sneezing', 'ear discharge', 'excessive scratching']",538,rabbit,6.1
"['vomit', 'vomiting', 'appetite', 'seizure', 'scratch', 'scratching', 'discharge']","['gastrointestinal', 'neurological', 'dermatological', 'ocular']","['ears', 'ear']",[],['days'],['going for'],7,True,5.0,"['excessive scratching', 'ear discharge', 'vomiting', 'loss of appetite', 'seizures']",539,hamster,1.6
[],[],"['ears', 'ear']",[],['yesterday'],[],0,False,0.0,['weight management consultation'],540,hamster,7.4
"['cough', 'coughing', 'appetite', 'drinking', 'urinating', 'frequent']","['respiratory', 'gastrointestinal', 'urinary']",[],['mild'],['today'],[],6,True,3.0,"['mild coughing', 'loss of appetite', 'urinating more frequently', 'drinking more water than usual']",541,bird,6.9
"['sneezing', 'vomit', 'vomiting', 'unconscious', 'lethargy', 'urinating', 'frequent']","['respiratory', 'gastrointestinal', 'neurological', 'behavioral', 'urinary']",[],[],['yesterday'],['we come immediately'],7,True,5.0,"['vomiting', 'urinating more frequently', 'sneezing', 'lethargy', 'unconscious']",542,cat,11.5
['red'],['ocular'],"['ears', 'ear']",[],['days'],"['going for', 'advise urgency']",1,False,0.5,"['grooming required', 'diet advice needed']",543,rabbit,10.6
[],[],[],[],['yesterday'],['we come immediately'],0,False,0.0,"['diet advice needed', 'dental cleaning inquiry']",544,hamster,14.5
"['scratch', 'scratching', 'behavior']","['dermatological', 'behavioral']","['ears', 'ear']",['mild'],['days'],['going for'],3,True,1.5,"['mild scratching', 'vaccination due', 'dental cleaning inquiry', 'behavioral consultation']",545,bird,3.0
"['vomit', 'vomiting', 'diarrhea', 'drinking']",['gastrointestinal'],['ear'],[],['yesterday'],['cat experiencing diarrhea'],4,True,2.0,"['diarrhea', 'drinking more water than usual', 'vomiting']",546,cat,12.3
"['breathing', 'breath', 'cough', 'coughing', 'eye', 'discharge']","['respiratory', 'ocular']","['ears', 'ear', 'eye']",['mild'],['days'],['we come immediately'],6,True,4.5,"['mild coughing', 'minor eye discharge', 'difficulty breathing']",547,cat,0.5
[],[],"['ears', 'ear']",[],['days'],['going for'],0,False,0.0,['vaccination due'],548,hamster,13.8
[],[],"['ears', 'ear']",['severe'],['yesterday'],[],0,False,0.0,"['dental cleaning inquiry', 'severe allergic reaction']",549,hamster,9.2
"['appetite', 'drinking', 'unconscious', 'scratch', 'scratching']","['gastrointestinal', 'neurological', 'dermatological']",[],[],['today'],['advise urgency'],5,True,4.0,"['drinking more water than usual', 'loss of appetite', 'excessive scratching', 'unconscious']",550,bird,2.4
"['diarrhea', 'scratch', 'scratching', 'eye', 'discharge', 'urinating', 'frequent']","['gastrointestinal', 'dermatological', 'ocular', 'urinary']",['eye'],[],['yesterday'],[],7,True,3.5,"['excessive scratching', 'minor eye discharge', 'diarrhea', 'urinating more frequently']",551,rabbit,9.5
[],[],['ear'],[],['days'],['hamster experiencing checkup'],0,False,0.0,['routine checkup'],552,hamster,2.4
[],[],['ear'],['severe'],['yesterday'],"['pig experiencing bleeding', 'advise urgency']",0,False,0.0,['severe bleeding'],553,guinea pig,9.4
"['cough', 'coughing', 'drinking']","['respiratory', 'gastrointestinal']","['ears', 'ear']",['mild'],['days'],['going for'],3,True,1.5,"['mild coughing', 'drinking more water than usual']",554,cat,0.9
"['vomit', 'vomiting', 'drinking', 'eye', 'discharge', 'urinating', 'frequent']","['gastrointestinal', 'ocular', 'urinary']","['ears', 'ear', 'eye']",[],['days'],['going for'],7,True,3.5,"['vomiting', 'urinating more frequently', 'minor eye discharge', 'drinking more water than usual']",555,bird,7.5
"['hair', 'urinate']","['dermatological', 'urinary']",[],[],[],['we come immediately'],2,True,1.0,"['dental cleaning inquiry', 'diet advice needed', 'unable to urinate']",556,cat,2.4
"['vomit', 'vomiting', 'diarrhea']",['gastrointestinal'],['ear'],[],['days'],['pig experiencing diarrhea'],3,True,1.5,"['bloody diarrhea', 'vomiting blood', 'vomiting']",557,guinea pig,9.3
"['scratch', 'scratching', 'behavior']","['dermatological', 'behavioral']",[],['mild'],[],"['just started ago', 'advise urgency']",3,True,1.5,"['diet advice needed', 'mild scratching', 'behavioral consultation', 'heatstroke symptoms']",558,dog,15.1
"['diarrhea', 'limp', 'limping', 'urinating', 'frequent']","['gastrointestinal', 'musculoskeletal', 'urinary']",['ear'],[],['today'],['hamster experiencing diarrhea'],5,True,2.5,"['diarrhea', 'urinating more frequently', 'minor limping']",559,hamster,3.8
['sneezing'],['respiratory'],['ear'],[],['days'],['dog experiencing'],1,False,0.5,['sneezing'],560,dog,1.5
"['breath', 'behavior']","['respiratory', 'behavioral']",['ear'],[],['days'],"['pig experiencing consultation', 'we come immediately']",2,True,1.0,"['behavioral consultation', 'bad breath']",561,guinea pig,6.3
"['cough', 'coughing', 'diarrhea']","['respiratory', 'gastrointestinal']","['ears', 'ear']",['mild'],[],"['just started ago', 'advise urgency']",3,True,1.5,"['mild coughing', 'diarrhea']",562,rabbit,3.9
[],[],"['ears', 'ear']",[],['days'],['advise urgency'],0,False,0.0,['diet advice needed'],563,rabbit,6.8
"['cough', 'coughing']",['respiratory'],"['ears', 'ear']",[],['days'],[],2,True,1.0,"['persistent coughing', 'difficulty defecating']",564,hamster,3.0
[],[],"['ears', 'ear']",[],['days'],['going for'],0,False,0.0,"['diet advice needed', 'vaccination due']",565,cat,2.2
"['diarrhea', 'bloat', 'bloated', 'abdomen', 'scratch', 'scratching', 'lethargy']","['gastrointestinal', 'dermatological', 'behavioral']","['abdomen', 'ears', 'ear']",[],[],[],7,True,5.0,"['lethargy', 'diarrhea', 'excessive scratching', 'bloated abdomen']",566,cat,8.9
[],[],['ear'],[],['days'],['cat experiencing inquiry'],0,False,0.0,"['dental cleaning inquiry', 'vaccination due']",567,cat,10.5
"['red', 'behavior']","['ocular', 'behavioral']",[],['severe'],[],['just started ago'],2,True,1.5,"['behavioral consultation', 'grooming required', 'weight management consultation', 'routine checkup', 'severe allergic reaction']",568,hamster,5.5
[],[],[],[],['today'],[],0,False,0.0,['vaccination due'],569,rabbit,3.3
"['drool', 'drooling']",['gastrointestinal'],"['ears', 'ear']",[],[],['just started ago'],2,True,1.0,['excessive drooling'],570,rabbit,14.9
"['appetite', 'behavior']","['gastrointestinal', 'behavioral']","['ears', 'ear']",[],['days'],['advise urgency'],2,True,1.0,"['behavioral consultation', 'loss of appetite']",571,cat,4.5
"['cough', 'coughing', 'appetite', 'limp', 'limping', 'scratch', 'scratching']","['respiratory', 'gastrointestinal', 'musculoskeletal', 'dermatological']",['ear'],['mild'],['yesterday'],['cat experiencing loss'],7,True,3.5,"['loss of appetite', 'mild coughing', 'minor limping', 'mild scratching']",572,cat,0.4
"['cough', 'coughing', 'swollen', 'swollen']","['respiratory', 'musculoskeletal', 'ocular']","['ears', 'ear']",[],['yesterday'],[],4,True,2.0,"['swollen face', 'persistent coughing']",573,hamster,10.0
"['cough', 'coughing', 'limp', 'limping', 'swollen', 'swollen']","['respiratory', 'musculoskeletal', 'ocular']",[],"['severe', 'moderate']",['yesterday'],['advise urgency'],6,True,4.5,"['moderate bleeding', 'swollen face', 'persistent coughing', 'limping severely']",574,dog,8.3
"['cough', 'coughing', 'limp', 'limping']","['respiratory', 'musculoskeletal']",[],['mild'],['days'],[],4,True,2.0,"['mild coughing', 'minor limping']",575,dog,2.4
"['urinating', 'frequent']",['urinary'],"['ears', 'ear']",[],['today'],['we come immediately'],2,True,1.0,['urinating more frequently'],576,cat,9.6
"['injury', 'eye', 'vision']","['musculoskeletal', 'ocular']","['ears', 'ear', 'eye']",['severe'],['today'],['advise urgency'],3,True,2.25,"['severe trauma', 'eye injury with vision loss', 'poisoning suspected']",577,hamster,6.0
['paralysis'],['neurological'],"['gum', 'gums', 'ear']",['severe'],['yesterday'],"['bird experiencing paralysis', 'advise urgency']",1,False,3.0,"['paralysis', 'poisoning suspected', 'severe trauma', 'pale gums']",578,bird,13.2
"['diarrhea', 'scratch', 'scratching']","['gastrointestinal', 'dermatological']",[],['mild'],['days'],['going for'],3,True,1.5,"['mild scratching', 'dental cleaning inquiry', 'routine checkup', 'diet advice needed', 'diarrhea']",579,cat,19.2
"['vomit', 'vomiting', 'behavior']","['gastrointestinal', 'behavioral']","['ears', 'ear']",[],['days'],[],3,True,1.5,"['behavioral consultation', 'diet advice needed', 'dental cleaning inquiry', 'vaccination due', 'vomiting']",580,rabbit,3.4
"['breath', 'red']","['respiratory', 'ocular']",['ear'],[],['days'],"['pig experiencing breath', 'advise urgency']",2,True,1.0,"['vaccination due', 'bad breath', 'grooming required', 'difficulty defecating']",581,guinea pig,13.0
"['sneezing', 'discharge']","['respiratory', 'ocular']","['ears', 'ear']",[],['days'],[],2,True,1.0,"['sneezing', 'ear discharge']",582,hamster,12.9
['red'],['ocular'],['nail'],[],['days'],['going for'],1,False,0.5,"['nail trimming needed', 'grooming required', 'weight management consultation']",583,guinea pig,1.8
[],[],"['ears', 'ear']",['severe'],[],"['just started ago', 'we come immediately']",0,False,0.0,"['heatstroke symptoms', 'severe allergic reaction']",584,guinea pig,1.3
"['pant', 'panting', 'urinating', 'frequent']","['respiratory', 'urinary']","['ears', 'ear']",[],['yesterday'],[],4,True,2.0,"['urinating more frequently', 'excessive panting']",585,guinea pig,11.7
"['vomit', 'vomiting', 'limp', 'limping']","['gastrointestinal', 'musculoskeletal']",[],"['severe', 'moderate']",['today'],[],4,True,3.0,"['moderate bleeding', 'limping severely', 'vomiting blood']",586,guinea pig,8.1
['behavior'],['behavioral'],['ear'],['moderate'],['today'],['dog experiencing change'],1,False,0.5,"['sudden behavior change', 'moderate bleeding', 'difficulty defecating']",587,dog,8.3
"['breath', 'limp', 'limping', 'scratch', 'scratching']","['respiratory', 'musculoskeletal', 'dermatological']","['ears', 'ear']","['severe', 'mild']",['days'],"['going for', 'advise urgency']",5,True,3.75,"['mild scratching', 'vaccination due', 'bad breath', 'limping severely']",588,cat,2.0
"['cough', 'coughing']",['respiratory'],"['ears', 'ear']",['mild'],[],['just started ago'],2,True,1.0,['mild coughing'],589,rabbit,3.9
"['vomit', 'vomiting', 'limp', 'limping', 'behavior']","['gastrointestinal', 'musculoskeletal', 'behavioral']",[],['severe'],['yesterday'],['we come immediately'],5,True,3.75,"['sudden behavior change', 'vomiting blood', 'limping severely', 'difficulty defecating']",590,rabbit,8.0
"['paralysis', 'swollen', 'swollen']","['neurological', 'musculoskeletal', 'ocular']","['ears', 'ear']",[],[],['advise urgency'],3,True,3.0,"['swollen face', 'paralysis']",591,hamster,4.3
"['breathing', 'breath']",['respiratory'],['ear'],[],['days'],['pig experiencing breath'],2,True,2.5,"['bad breath', 'difficulty breathing']",592,guinea pig,1.1
"['cough', 'coughing', 'swollen', 'hair', 'eye', 'discharge', 'squint', 'squinting', 'swollen']","['respiratory', 'musculoskeletal', 'dermatological', 'ocular']","['gum', 'gums', 'eye']",['moderate'],['days'],"['going for', 'we come immediately']",9,True,4.5,"['eye discharge with squinting', 'moderate bleeding', 'swollen face', 'persistent coughing', 'pale gums']",593,cat,5.1
['appetite'],['gastrointestinal'],[],[],['yesterday'],['advise urgency'],1,False,0.5,['loss of appetite'],594,cat,1.8
"['breath', 'injury', 'eye', 'vision', 'red']","['respiratory', 'musculoskeletal', 'ocular']","['ears', 'ear', 'eye']",[],['days'],[],5,True,2.5,"['grooming required', 'vaccination due', 'bad breath', 'eye injury with vision loss']",595,rabbit,6.3
"['scratch', 'scratching', 'behavior']","['dermatological', 'behavioral']",['ear'],['mild'],['yesterday'],['dog experiencing consultation'],3,True,1.5,"['mild scratching', 'vaccination due', 'behavioral consultation']",596,dog,18.7
"['breath', 'scratch', 'scratching']","['respiratory', 'dermatological']","['nail', 'ear']",['mild'],[],['cat experiencing scratching'],3,True,1.5,"['mild scratching', 'nail trimming needed', 'bad breath']",597,cat,19.1
"['scratch', 'scratching', 'behavior']","['dermatological', 'behavioral']","['nail', 'ear']",['mild'],[],"['pig experiencing scratching', 'we come immediately']",3,True,1.5,"['mild scratching', 'behavioral consultation', 'nail trimming needed', 'dental cleaning inquiry']",598,guinea pig,2.8
[],[],['ear'],[],['days'],"['bird experiencing consultation advice', 'going for', 'advise urgency']",0,False,0.0,"['weight management consultation', 'diet advice needed']",599,bird,2.4
"['diarrhea', 'drinking', 'scratch', 'scratching']","['gastrointestinal', 'dermatological']","['ears', 'ear']",['mild'],['yesterday'],[],4,True,2.0,"['drinking more water than usual', 'diarrhea', 'excessive scratching', 'mild scratching']",600,rabbit,3.6
"['breath', 'red']","['respiratory', 'ocular']","['nail', 'ears', 'ear']",[],[],[],2,True,1.0,"['diet advice needed', 'bad breath', 'nail trimming needed', 'grooming required']",601,rabbit,3.7
"['vomit', 'vomiting', 'limp', 'limping', 'discharge']","['gastrointestinal', 'musculoskeletal', 'ocular']",['ear'],[],['yesterday'],['rabbit experiencing ear discharge'],5,True,2.5,"['ear discharge', 'minor limping', 'vomiting', 'routine checkup']",602,rabbit,1.5
"['breath', 'appetite', 'scratch', 'scratching', 'red']","['respiratory', 'gastrointestinal', 'dermatological', 'ocular']","['ears', 'ear']",['mild'],['today'],['advise urgency'],5,True,2.5,"['dental cleaning inquiry', 'bad breath', 'mild scratching', 'grooming required', 'loss of appetite']",603,guinea pig,2.2
"['vomit', 'vomiting']",['gastrointestinal'],"['ears', 'ear']",[],['yesterday'],"['ragdoll cat', 'advise urgency']",2,True,1.0,['vomiting blood'],604,cat,4.4
['lethargy'],['behavioral'],"['ears', 'ear']",[],['today'],[],1,False,0.5,['lethargy'],605,cat,2.3
"['cough', 'coughing', 'diarrhea', 'drool', 'drooling']","['respiratory', 'gastrointestinal']",[],[],['days'],[],5,True,2.5,"['persistent coughing', 'bloody diarrhea', 'excessive drooling']",606,cat,4.3
"['bloat', 'bloated', 'abdomen', 'seizure', 'unconscious']","['gastrointestinal', 'neurological']","['gum', 'abdomen', 'ears', 'gums', 'ear']",[],['days'],[],5,True,5.0,"['pale gums', 'bloated abdomen', 'seizures', 'unconscious']",607,guinea pig,14.1
"['vomit', 'vomiting', 'drool', 'drooling']",['gastrointestinal'],[],[],['days'],['going for'],4,True,2.0,"['vomiting blood', 'excessive drooling']",608,hamster,8.5
"['cough', 'coughing', 'diarrhea', 'drinking', 'discharge']","['respiratory', 'gastrointestinal', 'ocular']","['ears', 'ear']","['severe', 'mild']",['yesterday'],['ragdoll cat with'],5,True,3.75,"['mild coughing', 'drinking more water than usual', 'ear discharge', 'diarrhea', 'severe bleeding']",609,cat,2.6
[],[],"['ears', 'ear']",[],[],['just started ago'],0,False,0.0,['dental cleaning inquiry'],610,bird,7.0
['diarrhea'],['gastrointestinal'],"['ears', 'ear']",[],[],"['just started ago', 'we come immediately']",1,False,0.5,"['difficulty swallowing', 'bloody diarrhea']",611,cat,2.7
['breath'],['respiratory'],"['ears', 'ear']",[],['days'],[],1,False,0.5,['bad breath'],612,rabbit,1.4
[],[],[],[],['days'],['advise urgency'],0,False,0.0,['dental cleaning inquiry'],613,bird,4.1
"['drinking', 'limp', 'limping', 'eye', 'discharge']","['gastrointestinal', 'musculoskeletal', 'ocular']",['eye'],[],['days'],['going for'],5,True,2.5,"['minor eye discharge', 'drinking more water than usual', 'minor limping']",614,bird,2.5
[],[],['ear'],[],[],"['pig experiencing advice', 'just started ago', 'we come immediately']",0,False,0.0,"['diet advice needed', 'weight management consultation']",615,guinea pig,2.2
['discharge'],['ocular'],['ear'],[],['today'],['we come immediately'],1,False,0.5,['ear discharge'],616,hamster,6.1
['discharge'],['ocular'],"['ears', 'ear']",[],[],['just started ago'],1,False,0.5,['ear discharge'],617,guinea pig,2.9
"['appetite', 'limp', 'limping', 'injury', 'scratch', 'scratching', 'eye', 'vision', 'discharge']","['gastrointestinal', 'musculoskeletal', 'dermatological', 'ocular']",['eye'],[],['days'],"['going for', 'we come immediately']",9,True,4.5,"['loss of appetite', 'minor limping', 'excessive scratching', 'minor eye discharge', 'eye injury with vision loss']",618,dog,0.6
"['swollen', 'swollen', 'lethargy', 'urinating', 'frequent']","['musculoskeletal', 'ocular', 'behavioral', 'urinary']","['ears', 'ear']",[],['days'],"['going for', 'advise urgency']",5,True,2.5,"['urinating more frequently', 'lethargy', 'swollen face']",619,guinea pig,11.8
[],[],"['gum', 'gums', 'ear']",['severe'],[],"['bird experiencing gums', 'just started ago']",0,False,0.0,"['pale gums', 'severe allergic reaction']",620,bird,1.1
['behavior'],['behavioral'],"['ears', 'ear']",[],[],['we come immediately'],1,False,0.5,['behavioral consultation'],621,rabbit,9.2
"['sneezing', 'scratch', 'scratching']","['respiratory', 'dermatological']",[],['severe'],[],['advise urgency'],3,True,2.25,"['excessive scratching', 'sneezing', 'severe allergic reaction']",622,bird,1.3
"['cough', 'coughing', 'vomit', 'vomiting', 'appetite']","['respiratory', 'gastrointestinal']",['ear'],['mild'],['yesterday'],"['hamster experiencing loss', 'we come immediately']",5,True,2.5,"['loss of appetite', 'mild coughing', 'vomiting']",623,hamster,6.5
"['cough', 'coughing', 'limp', 'limping', 'discharge']","['respiratory', 'musculoskeletal', 'ocular']",['ear'],['mild'],[],['just started ago'],5,True,2.5,"['ear discharge', 'mild coughing', 'minor limping']",624,hamster,12.7
"['sneezing', 'diarrhea', 'limp', 'limping']","['respiratory', 'gastrointestinal', 'musculoskeletal']","['ears', 'ear']",[],['days'],"['bird sneezing', 'going for']",4,True,2.0,"['minor limping', 'diarrhea', 'sneezing']",625,bird,3.2
['unconscious'],['neurological'],"['ears', 'ear']",[],['yesterday'],[],1,False,2.0,['unconscious'],626,dog,2.6
['breath'],['respiratory'],[],[],[],[],1,False,0.5,"['routine checkup', 'bad breath', 'vaccination due', 'heatstroke symptoms']",627,guinea pig,1.5
"['breath', 'behavior']","['respiratory', 'behavioral']",[],[],[],"['just started ago', 'advise urgency']",2,True,1.0,"['bad breath', 'behavioral consultation']",628,dog,18.8
"['cough', 'coughing', 'limp', 'limping']","['respiratory', 'musculoskeletal']",['ear'],['severe'],[],['bird experiencing'],4,True,3.0,"['limping severely', 'persistent coughing', 'difficulty defecating', 'poisoning suspected']",629,bird,2.0
['diarrhea'],['gastrointestinal'],['ear'],[],[],['dog experiencing advice'],1,False,0.5,"['diet advice needed', 'bloody diarrhea']",630,dog,0.7
"['pant', 'panting', 'vomit', 'vomiting', 'limp', 'limping', 'scratch', 'scratching']","['respiratory', 'gastrointestinal', 'musculoskeletal', 'dermatological']","['ears', 'ear']","['severe', 'mild']",[],"['just started ago', 'advise urgency']",8,True,5.0,"['limping severely', 'vomiting blood', 'excessive panting', 'mild scratching']",631,rabbit,1.3
"['vomit', 'vomiting', 'urinating', 'frequent']","['gastrointestinal', 'urinary']",[],[],['days'],[],4,True,2.0,"['urinating more frequently', 'vomiting']",632,bird,2.7
"['scratch', 'scratching']",['dermatological'],['ear'],['mild'],['today'],['pig experiencing scratching'],2,True,1.0,['mild scratching'],633,guinea pig,2.9
