case_id,timestamp,species,breed,age_years,age_category,weight_kg,symptoms,description,urgency_level,urgency_score,wait_time_minutes,requires_immediate_attention,follow_up_required,previous_conditions
2151,2024-09-03T11:53:03.898581,bird,mixed,1.3,young,0.1,"['diarrhea', 'lethargy']","My 1.3 year old mixed bird has been experiencing diarrhea, lethargy. Just started an hour ago. Seems to be getting worse.",moderate,3,22,False,False,[]
2152,2025-02-01T11:53:03.898588,guinea pig,mixed,4.3,adult,0.9,"['swollen face', 'eye discharge with squinting']","mixed guinea pig with swollen face, eye discharge with squinting. Age: 4.3 years. Started today. Seems to be getting worse.",urgent,3,40,False,True,[]
2153,2025-01-04T11:53:03.898598,rabbit,mixed,5.7,adult,2.5,"['urinating more frequently', 'excessive scratching', 'lethargy', 'bad breath']","mixed rabbit with urinating more frequently, excessive scratching, lethargy, bad breath. Age: 5.7 years. Noticed yesterday. Please advise urgency.",moderate,2,117,False,True,[]
2154,2025-02-05T11:53:03.898605,bird,mixed,7.7,adult,0.2,['diet advice needed'],"Concerned about my bird (mixed, 7.7yo) showing signs of diet advice needed. Just started an hour ago. Please advise urgency.",low,1,163,False,False,['thyroid issues']
2155,2025-06-13T11:53:03.898614,dog,Dachshund,1.9,young,24.9,"['limping severely', 'excessive drooling', 'weight management consultation']","Patient is a Dachshund dog, 1.9 years old, presenting with limping severely, excessive drooling, weight management consultation. Noticed yesterday. Please advise urgency.",urgent,4,13,True,False,"['ear infections', 'cancer remission']"
2156,2024-11-24T11:53:03.898622,guinea pig,mixed,7.0,adult,0.8,"['heatstroke symptoms', 'pale gums']","Concerned about my guinea pig (mixed, 7.0yo) showing signs of heatstroke symptoms, pale gums. Has been going on for 2 days. Should we come in immediately?",critical,4,14,True,True,[]
2157,2024-09-04T11:53:03.898630,bird,mixed,2.8,young,0.4,"['excessive scratching', 'sneezing', 'minor eye discharge']","Concerned about my bird (mixed, 2.8yo) showing signs of excessive scratching, sneezing, minor eye discharge. Noticed yesterday. Seems to be getting worse.",moderate,3,44,False,False,['thyroid issues']
2158,2024-09-18T11:53:03.898638,cat,Maine Coon,4.7,adult,4.7,"['mild coughing', 'vomiting', 'sneezing']","Maine Coon cat with mild coughing, vomiting, sneezing. Age: 4.7 years. Just started an hour ago. Is this an emergency?",moderate,2,110,False,True,['diabetes']
2159,2025-03-22T11:53:03.898647,bird,mixed,12.1,senior,0.4,"['mild scratching', 'dental cleaning inquiry', 'diet advice needed', 'vaccination due']","Concerned about my bird (mixed, 12.1yo) showing signs of mild scratching, dental cleaning inquiry, diet advice needed, vaccination due. Just started an hour ago. Seems to be getting worse.",low,2,93,False,True,['thyroid issues']
2160,2024-12-21T11:53:03.898656,bird,mixed,2.9,young,0.3,"['vomiting', 'limping severely']","Patient is a mixed bird, 2.9 years old, presenting with vomiting, limping severely. Has been going on for 2 days. Pet is distressed.",moderate,3,32,False,True,[]
2161,2025-03-31T11:53:03.898665,cat,Scottish Fold,12.4,senior,5.5,"['sneezing', 'minor limping', 'loss of appetite', 'urinating more frequently', 'sudden behavior change']","Concerned about my cat (Scottish Fold, 12.4yo) showing signs of sneezing, minor limping, loss of appetite, urinating more frequently, sudden behavior change. Started today. Is this an emergency?",moderate,3,19,False,True,[]
2162,2024-12-21T11:53:03.898673,rabbit,mixed,1.5,young,1.7,"['eye discharge with squinting', 'difficulty swallowing', 'swollen face', 'moderate bleeding']","mixed rabbit with eye discharge with squinting, difficulty swallowing, swollen face, moderate bleeding. Age: 1.5 years. Just started an hour ago. Very worried.",urgent,4,11,True,False,"['cancer remission', 'anxiety', 'diabetes']"
2163,2025-08-14T11:53:03.898682,bird,mixed,11.8,senior,0.3,"['vaccination due', 'mild scratching', 'behavioral consultation', 'diet advice needed']","mixed bird with vaccination due, mild scratching, behavioral consultation, diet advice needed. Age: 11.8 years. Started today. Please advise urgency.",low,2,66,False,True,['arthritis']
2164,2025-06-16T11:53:03.898690,cat,Russian Blue,5.0,adult,6.2,"['behavioral consultation', 'dental cleaning inquiry']","My 5.0 year old Russian Blue cat has been experiencing behavioral consultation, dental cleaning inquiry. Has been going on for 2 days. Is this an emergency?",low,1,202,False,True,"['heart murmur', 'arthritis', 'anxiety']"
2165,2025-07-01T11:53:03.898699,hamster,mixed,5.0,adult,0.2,"['excessive panting', 'minor limping']","Patient is a mixed hamster, 5.0 years old, presenting with excessive panting, minor limping. Just started an hour ago. Should we come in immediately?",urgent,3,32,False,True,[]
2166,2024-10-11T11:53:03.898707,rabbit,mixed,11.0,senior,2.8,"['minor eye discharge', 'minor limping', 'bad breath']","Patient is a mixed rabbit, 11.0 years old, presenting with minor eye discharge, minor limping, bad breath. Symptoms for the past week. Very worried.",moderate,3,20,False,False,"['obesity', 'diabetes']"
2167,2025-07-04T11:53:03.898717,guinea pig,mixed,6.4,adult,1.2,"['diarrhea', 'sneezing', 'poisoning suspected']","Patient is a mixed guinea pig, 6.4 years old, presenting with diarrhea, sneezing, poisoning suspected. Just started an hour ago. Pet is distressed.",moderate,2,92,False,True,"['dental disease', 'eye problems', 'ear infections']"
2168,2024-10-23T11:53:03.898725,rabbit,mixed,2.8,young,1.6,"['vaccination due', 'routine checkup', 'grooming required']","Patient is a mixed rabbit, 2.8 years old, presenting with vaccination due, routine checkup, grooming required. Started today. Is this an emergency?",low,2,66,False,False,"['eye problems', 'cancer remission', 'dental disease']"
2169,2025-05-31T11:53:03.898733,rabbit,mixed,7.6,adult,1.8,['loss of appetite'],mixed rabbit with loss of appetite. Age: 7.6 years. Just started an hour ago. Pet is distressed.,moderate,2,66,False,True,[]
2170,2025-04-11T11:53:03.898741,cat,Maine Coon,19.0,geriatric,5.2,"['vaccination due', 'routine checkup', 'behavioral consultation', 'diet advice needed']","Concerned about my cat (Maine Coon, 19.0yo) showing signs of vaccination due, routine checkup, behavioral consultation, diet advice needed. Progressive over 3 days. Should we come in immediately?",low,3,37,False,True,[]
2171,2025-05-04T11:53:03.898748,cat,Scottish Fold,18.1,geriatric,6.4,"['sudden behavior change', 'vomiting blood', 'difficulty swallowing', 'moderate bleeding']","Concerned about my cat (Scottish Fold, 18.1yo) showing signs of sudden behavior change, vomiting blood, difficulty swallowing, moderate bleeding. Has been going on for 2 days. Is this an emergency?",urgent,5,0,True,False,"['dental disease', 'eye problems']"
2172,2024-10-21T11:53:03.898757,dog,Golden Retriever,14.6,senior,21.7,"['limping severely', 'sudden behavior change', 'vomiting blood']","My 14.6 year old Golden Retriever dog has been experiencing limping severely, sudden behavior change, vomiting blood. Has been going on for 2 days. Very worried.",urgent,5,3,True,False,[]
2173,2025-02-06T11:53:03.898764,guinea pig,mixed,12.5,senior,0.8,['loss of appetite'],My 12.5 year old mixed guinea pig has been experiencing loss of appetite. Progressive over 3 days. Please advise urgency.,moderate,3,15,False,True,[]
2174,2025-04-20T11:53:03.898772,hamster,mixed,4.5,adult,0.2,"['bloated abdomen', 'seizures', 'pale gums']","Patient is a mixed hamster, 4.5 years old, presenting with bloated abdomen, seizures, pale gums. Symptoms for the past week. Pet is distressed.",critical,4,6,True,False,[]
2175,2024-09-12T11:53:03.898780,guinea pig,mixed,1.6,young,0.7,"['excessive scratching', 'bad breath']","Patient is a mixed guinea pig, 1.6 years old, presenting with excessive scratching, bad breath. Progressive over 3 days. Should we come in immediately?",moderate,3,33,False,False,[]
2176,2025-02-26T11:53:03.898788,cat,Abyssinian,1.8,young,3.7,"['excessive panting', 'limping severely', 'sudden behavior change', 'difficulty swallowing', 'unable to urinate']","Abyssinian cat with excessive panting, limping severely, sudden behavior change, difficulty swallowing, unable to urinate. Age: 1.8 years. Noticed yesterday. Pet is distressed.",urgent,4,12,True,False,[]
2177,2025-07-31T11:53:03.898796,hamster,mixed,10.6,senior,0.1,"['lethargy', 'diarrhea', 'minor eye discharge']","mixed hamster with lethargy, diarrhea, minor eye discharge. Age: 10.6 years. Progressive over 3 days. Please advise urgency.",moderate,3,32,False,False,[]
2178,2025-02-15T11:53:03.898804,bird,mixed,1.8,young,0.2,"['behavioral consultation', 'grooming required', 'weight management consultation', 'vaccination due', 'mild coughing']","mixed bird with behavioral consultation, grooming required, weight management consultation, vaccination due, mild coughing. Age: 1.8 years. Started today. Is this an emergency?",low,2,111,False,False,[]
2179,2025-06-21T11:53:03.898812,bird,mixed,2.0,young,0.5,"['sneezing', 'drinking more water than usual', 'minor limping', 'mild coughing']","My 2.0 year old mixed bird has been experiencing sneezing, drinking more water than usual, minor limping, mild coughing. Started today. Seems to be getting worse.",moderate,3,21,False,False,[]
2180,2025-04-07T11:53:03.898819,rabbit,mixed,14.3,senior,3.3,"['vaccination due', 'dental cleaning inquiry']","mixed rabbit with vaccination due, dental cleaning inquiry. Age: 14.3 years. Progressive over 3 days. Should we come in immediately?",low,2,101,False,True,[]
2181,2024-11-16T11:53:03.898828,hamster,mixed,9.4,senior,0.1,"['minor eye discharge', 'limping severely']","Patient is a mixed hamster, 9.4 years old, presenting with minor eye discharge, limping severely. Symptoms for the past week. Seems to be getting worse.",moderate,3,37,False,True,[]
2182,2025-05-01T11:53:03.898835,dog,Husky,5.5,adult,18.4,['difficulty swallowing'],"Concerned about my dog (Husky, 5.5yo) showing signs of difficulty swallowing. Noticed yesterday. Is this an emergency?",urgent,3,28,False,False,"['arthritis', 'hip dysplasia', 'diabetes']"
2183,2025-02-20T11:53:03.898844,rabbit,mixed,10.3,senior,2.2,"['vomiting blood', 'heatstroke symptoms']","mixed rabbit with vomiting blood, heatstroke symptoms. Age: 10.3 years. Has been going on for 2 days. Please advise urgency.",urgent,5,4,True,True,[]
2184,2025-07-08T11:53:03.898852,cat,Sphynx,5.1,adult,4.1,"['moderate bleeding', 'difficulty defecating', 'vomiting blood']","Concerned about my cat (Sphynx, 5.1yo) showing signs of moderate bleeding, difficulty defecating, vomiting blood. Started today. Is this an emergency?",urgent,3,33,False,True,"['arthritis', 'skin condition']"
2185,2025-01-04T11:53:03.898860,dog,Pug,8.5,senior,17.3,"['urinating more frequently', 'mild coughing', 'diarrhea', 'sneezing']","Concerned about my dog (Pug, 8.5yo) showing signs of urinating more frequently, mild coughing, diarrhea, sneezing. Symptoms for the past week. Please advise urgency.",moderate,3,40,False,False,[]
2186,2025-02-08T11:53:03.898868,guinea pig,mixed,10.8,senior,0.9,"['ear discharge', 'urinating more frequently', 'mild coughing']","Concerned about my guinea pig (mixed, 10.8yo) showing signs of ear discharge, urinating more frequently, mild coughing. Has been going on for 2 days. Please advise urgency.",moderate,3,43,False,True,"['anxiety', 'kidney disease', 'skin condition']"
2187,2025-06-20T11:53:03.898877,bird,mixed,3.6,adult,0.5,"['difficulty defecating', 'excessive drooling', 'limping severely', 'ear discharge']","Concerned about my bird (mixed, 3.6yo) showing signs of difficulty defecating, excessive drooling, limping severely, ear discharge. Started today. Very worried.",urgent,3,33,False,True,[]
2188,2025-05-24T11:53:03.898885,dog,Beagle,1.4,young,16.5,"['behavioral consultation', 'dental cleaning inquiry', 'severe bleeding']","Patient is a Beagle dog, 1.4 years old, presenting with behavioral consultation, dental cleaning inquiry, severe bleeding. Started today. Pet is distressed.",low,2,102,False,False,[]
2189,2025-01-02T11:53:03.898893,bird,mixed,2.9,young,0.4,"['bad breath', 'routine checkup', 'moderate bleeding']","My 2.9 year old mixed bird has been experiencing bad breath, routine checkup, moderate bleeding. Started today. Please advise urgency.",low,2,104,False,True,[]
2190,2025-03-22T11:53:03.898901,dog,Pug,19.7,geriatric,15.6,['weight management consultation'],Pug dog with weight management consultation. Age: 19.7 years. Just started an hour ago. Seems to be getting worse.,low,3,41,False,False,[]
2191,2025-07-15T11:53:03.898908,rabbit,mixed,2.9,young,1.6,['minor eye discharge'],mixed rabbit with minor eye discharge. Age: 2.9 years. Noticed yesterday. Should we come in immediately?,moderate,3,41,False,True,['ear infections']
2192,2025-05-28T11:53:03.898916,hamster,mixed,2.6,young,0.2,['nail trimming needed'],"Concerned about my hamster (mixed, 2.6yo) showing signs of nail trimming needed. Symptoms for the past week. Is this an emergency?",low,2,78,False,False,[]
2193,2025-04-22T11:53:03.898923,bird,mixed,8.6,senior,0.3,"['drinking more water than usual', 'sneezing', 'minor limping']","Concerned about my bird (mixed, 8.6yo) showing signs of drinking more water than usual, sneezing, minor limping. Just started an hour ago. Pet is distressed.",moderate,3,19,False,False,"['kidney disease', 'ear infections']"
2194,2025-05-03T11:53:03.898931,dog,Beagle,18.6,geriatric,20.8,['drinking more water than usual'],"Concerned about my dog (Beagle, 18.6yo) showing signs of drinking more water than usual. Noticed yesterday. Pet is distressed.",moderate,4,8,True,True,['kidney disease']
2195,2024-12-07T11:53:03.898940,cat,Sphynx,4.9,adult,6.1,"['behavioral consultation', 'vaccination due']","Concerned about my cat (Sphynx, 4.9yo) showing signs of behavioral consultation, vaccination due. Just started an hour ago. Should we come in immediately?",low,1,214,False,True,[]
2196,2025-04-20T11:53:03.898947,guinea pig,mixed,1.4,young,0.6,"['drinking more water than usual', 'excessive scratching', 'minor eye discharge']","My 1.4 year old mixed guinea pig has been experiencing drinking more water than usual, excessive scratching, minor eye discharge. Just started an hour ago. Please advise urgency.",moderate,3,38,False,False,"['obesity', 'eye problems']"
2197,2024-12-17T11:53:03.898955,bird,mixed,3.8,adult,0.2,"['bad breath', 'nail trimming needed', 'diet advice needed', 'mild scratching']","mixed bird with bad breath, nail trimming needed, diet advice needed, mild scratching. Age: 3.8 years. Progressive over 3 days. Seems to be getting worse.",low,1,170,False,True,"['heart murmur', 'kidney disease']"
2198,2025-03-02T11:53:03.898964,bird,mixed,8.9,senior,0.4,"['difficulty defecating', 'excessive panting', 'vomiting blood', 'limping severely']","Patient is a mixed bird, 8.9 years old, presenting with difficulty defecating, excessive panting, vomiting blood, limping severely. Symptoms for the past week. Pet is distressed.",urgent,5,1,True,False,"['hip dysplasia', 'heart murmur', 'diabetes']"
2199,2025-04-05T11:53:03.898974,bird,mixed,8.8,senior,0.4,"['grooming required', 'routine checkup', 'excessive drooling']","My 8.8 year old mixed bird has been experiencing grooming required, routine checkup, excessive drooling. Symptoms for the past week. Please advise urgency.",low,2,90,False,False,"['dental disease', 'heart murmur']"
2200,2025-02-18T11:53:03.898983,cat,Abyssinian,13.2,senior,3.9,"['diet advice needed', 'weight management consultation', 'routine checkup']","My 13.2 year old Abyssinian cat has been experiencing diet advice needed, weight management consultation, routine checkup. Symptoms for the past week. Please advise urgency.",low,2,98,False,True,['obesity']
2201,2025-05-14T11:53:03.898991,rabbit,mixed,7.9,adult,2.6,"['mild coughing', 'minor limping', 'minor eye discharge', 'lethargy']","My 7.9 year old mixed rabbit has been experiencing mild coughing, minor limping, minor eye discharge, lethargy. Started today. Seems to be getting worse.",moderate,2,115,False,True,[]
2202,2025-06-07T11:53:03.898998,cat,Ragdoll,16.7,geriatric,4.2,['routine checkup'],Ragdoll cat with routine checkup. Age: 16.7 years. Started today. Should we come in immediately?,low,3,23,False,False,[]
2203,2024-11-15T11:53:03.899007,hamster,mixed,10.5,senior,0.2,"['limping severely', 'mild coughing']","My 10.5 year old mixed hamster has been experiencing limping severely, mild coughing. Noticed yesterday. Should we come in immediately?",urgent,5,0,True,True,[]
2204,2024-11-28T11:53:03.899015,guinea pig,mixed,10.2,senior,1.0,"['weight management consultation', 'bloody diarrhea']","Patient is a mixed guinea pig, 10.2 years old, presenting with weight management consultation, bloody diarrhea. Started today. Seems to be getting worse.",low,2,95,False,True,"['cancer remission', 'heart murmur', 'skin condition']"
2205,2025-01-27T11:53:03.899023,cat,Ragdoll,2.7,young,4.7,"['sneezing', 'diarrhea', 'drinking more water than usual', 'minor limping']","Ragdoll cat with sneezing, diarrhea, drinking more water than usual, minor limping. Age: 2.7 years. Just started an hour ago. Very worried.",moderate,3,28,False,False,[]
2206,2024-08-28T11:53:03.899031,rabbit,mixed,3.0,adult,2.5,"['vomiting', 'lethargy', 'mild coughing']","Concerned about my rabbit (mixed, 3.0yo) showing signs of vomiting, lethargy, mild coughing. Started today. Pet is distressed.",moderate,2,104,False,True,[]
2207,2024-12-08T11:53:03.899038,bird,mixed,3.8,adult,0.3,"['dental cleaning inquiry', 'bad breath', 'vaccination due']","Concerned about my bird (mixed, 3.8yo) showing signs of dental cleaning inquiry, bad breath, vaccination due. Symptoms for the past week. Please advise urgency.",low,1,215,False,True,[]
2208,2025-02-25T11:53:03.899045,dog,Labrador,2.3,young,35.0,"['lethargy', 'drinking more water than usual', 'sneezing', 'excessive scratching']","My 2.3 year old Labrador dog has been experiencing lethargy, drinking more water than usual, sneezing, excessive scratching. Symptoms for the past week. Please advise urgency.",moderate,3,23,False,False,[]
2209,2025-05-06T11:53:03.899053,guinea pig,mixed,1.7,young,0.9,"['mild scratching', 'bad breath', 'behavioral consultation', 'dental cleaning inquiry']","mixed guinea pig with mild scratching, bad breath, behavioral consultation, dental cleaning inquiry. Age: 1.7 years. Has been going on for 2 days. Very worried.",low,2,63,False,True,"['hip dysplasia', 'anxiety']"
2210,2024-09-27T11:53:03.899062,rabbit,mixed,14.2,senior,2.6,"['routine checkup', 'weight management consultation', 'grooming required', 'behavioral consultation']","mixed rabbit with routine checkup, weight management consultation, grooming required, behavioral consultation. Age: 14.2 years. Started today. Seems to be getting worse.",low,2,100,False,False,['kidney disease']
2211,2025-02-03T11:53:03.899071,hamster,mixed,13.1,senior,0.2,"['difficulty defecating', 'vomiting blood', 'bloody diarrhea', 'difficulty swallowing']","mixed hamster with difficulty defecating, vomiting blood, bloody diarrhea, difficulty swallowing. Age: 13.1 years. Just started an hour ago. Very worried.",urgent,5,3,True,False,[]
2212,2024-11-04T11:53:03.899079,bird,mixed,1.4,young,0.3,"['swollen face', 'sudden behavior change', 'vomiting blood', 'difficulty swallowing', 'unable to urinate']","mixed bird with swollen face, sudden behavior change, vomiting blood, difficulty swallowing, unable to urinate. Age: 1.4 years. Symptoms for the past week. Is this an emergency?",urgent,4,11,True,True,"['hip dysplasia', 'arthritis']"
2213,2024-10-02T11:53:03.899088,dog,Poodle,6.8,adult,28.6,"['routine checkup', 'grooming required', 'limping severely']","Poodle dog with routine checkup, grooming required, limping severely. Age: 6.8 years. Symptoms for the past week. Please advise urgency.",low,1,141,False,True,[]
2214,2025-06-22T11:53:03.899096,hamster,mixed,5.2,adult,0.1,"['limping severely', 'difficulty defecating', 'severe bleeding']","mixed hamster with limping severely, difficulty defecating, severe bleeding. Age: 5.2 years. Noticed yesterday. Very worried.",urgent,3,27,False,True,[]
2215,2025-03-14T11:53:03.899103,rabbit,mixed,7.3,adult,2.8,['ear discharge'],"Patient is a mixed rabbit, 7.3 years old, presenting with ear discharge. Noticed yesterday. Please advise urgency.",moderate,2,97,False,False,['thyroid issues']
2216,2025-07-09T11:53:03.899112,guinea pig,mixed,13.1,senior,1.0,"['limping severely', 'persistent coughing']","mixed guinea pig with limping severely, persistent coughing. Age: 13.1 years. Just started an hour ago. Seems to be getting worse.",urgent,5,0,True,True,[]
2217,2024-08-30T11:53:03.899120,hamster,mixed,14.2,senior,0.1,"['mild coughing', 'minor limping', 'sneezing', 'ear discharge', 'difficulty breathing']","My 14.2 year old mixed hamster has been experiencing mild coughing, minor limping, sneezing, ear discharge, difficulty breathing. Progressive over 3 days. Pet is distressed.",moderate,3,32,False,False,[]
2218,2025-04-27T11:53:03.899128,hamster,mixed,3.0,young,0.1,"['paralysis', 'pale gums', 'difficulty breathing', 'heatstroke symptoms']","Patient is a mixed hamster, 3.0 years old, presenting with paralysis, pale gums, difficulty breathing, heatstroke symptoms. Noticed yesterday. Should we come in immediately?",critical,5,0,True,False,"['ear infections', 'skin condition', 'obesity']"
2219,2025-01-01T11:53:03.899136,rabbit,mixed,2.0,young,2.0,"['loss of appetite', 'diarrhea']","My 2.0 year old mixed rabbit has been experiencing loss of appetite, diarrhea. Has been going on for 2 days. Please advise urgency.",moderate,3,39,False,True,[]
2220,2024-09-05T11:53:03.899144,bird,mixed,3.0,young,0.2,"['vomiting', 'minor limping', 'minor eye discharge', 'difficulty breathing']","Concerned about my bird (mixed, 3.0yo) showing signs of vomiting, minor limping, minor eye discharge, difficulty breathing. Started today. Seems to be getting worse.",moderate,3,15,False,True,['heart murmur']
2221,2025-05-10T11:53:03.899154,dog,Husky,19.1,geriatric,19.0,['nail trimming needed'],My 19.1 year old Husky dog has been experiencing nail trimming needed. Symptoms for the past week. Seems to be getting worse.,low,3,25,False,False,[]
2222,2024-09-08T11:53:03.899163,cat,British Shorthair,0.7,kitten,2.0,"['eye discharge with squinting', 'moderate bleeding', 'sudden behavior change']","My 0.7 year old British Shorthair cat has been experiencing eye discharge with squinting, moderate bleeding, sudden behavior change. Progressive over 3 days. Is this an emergency?",urgent,4,15,True,False,['diabetes']
2223,2025-01-19T11:53:03.899172,dog,Poodle,1.1,young,17.8,"['bad breath', 'routine checkup']","Poodle dog with bad breath, routine checkup. Age: 1.1 years. Started today. Please advise urgency.",low,2,50,False,False,"['hip dysplasia', 'cancer remission', 'skin condition']"
2224,2025-03-22T11:53:03.899180,hamster,mixed,2.9,young,0.1,['sudden behavior change'],"Patient is a mixed hamster, 2.9 years old, presenting with sudden behavior change. Has been going on for 2 days. Pet is distressed.",urgent,4,14,True,False,[]
2225,2025-03-08T11:53:03.899188,cat,Abyssinian,2.1,young,3.8,"['persistent coughing', 'swollen face', 'bloody diarrhea', 'vomiting blood']","Abyssinian cat with persistent coughing, swollen face, bloody diarrhea, vomiting blood. Age: 2.1 years. Progressive over 3 days. Is this an emergency?",urgent,4,12,True,False,[]
2226,2025-06-10T11:53:03.899196,dog,Labrador,2.1,young,29.4,"['diarrhea', 'lethargy', 'severe allergic reaction']","Labrador dog with diarrhea, lethargy, severe allergic reaction. Age: 2.1 years. Started today. Seems to be getting worse.",moderate,3,30,False,True,"['heart murmur', 'anxiety']"
2227,2025-04-11T11:53:03.899205,dog,Golden Retriever,6.0,adult,22.3,"['excessive panting', 'vomiting blood', 'bloody diarrhea', 'excessive drooling']","My 6.0 year old Golden Retriever dog has been experiencing excessive panting, vomiting blood, bloody diarrhea, excessive drooling. Has been going on for 2 days. Pet is distressed.",urgent,3,23,False,True,[]
2228,2024-10-01T11:53:03.899214,guinea pig,mixed,1.9,young,0.8,"['lethargy', 'minor limping', 'pale gums']","My 1.9 year old mixed guinea pig has been experiencing lethargy, minor limping, pale gums. Started today. Please advise urgency.",moderate,3,30,False,True,['thyroid issues']
2229,2025-04-23T11:53:03.899222,cat,Bengal,0.7,kitten,3.2,"['nail trimming needed', 'bad breath']","My 0.7 year old Bengal cat has been experiencing nail trimming needed, bad breath. Noticed yesterday. Very worried.",low,2,48,False,True,[]
2230,2025-03-05T11:53:03.899232,hamster,mixed,2.2,young,0.1,"['diarrhea', 'loss of appetite', 'minor limping', 'poisoning suspected']","mixed hamster with diarrhea, loss of appetite, minor limping, poisoning suspected. Age: 2.2 years. Started today. Seems to be getting worse.",moderate,3,43,False,False,[]
2231,2025-05-14T11:53:03.899239,guinea pig,mixed,8.0,senior,1.0,['vaccination due'],"Concerned about my guinea pig (mixed, 8.0yo) showing signs of vaccination due. Has been going on for 2 days. Is this an emergency?",low,2,96,False,True,[]
2232,2025-08-03T11:53:03.899246,guinea pig,mixed,9.9,senior,1.1,"['grooming required', 'vaccination due', 'weight management consultation', 'diet advice needed']","Concerned about my guinea pig (mixed, 9.9yo) showing signs of grooming required, vaccination due, weight management consultation, diet advice needed. Started today. Please advise urgency.",low,2,96,False,False,['dental disease']
2233,2025-06-21T11:53:03.899254,dog,Dachshund,1.0,puppy,12.0,['moderate bleeding'],"Concerned about my dog (Dachshund, 1.0yo) showing signs of moderate bleeding. Symptoms for the past week. Seems to be getting worse.",urgent,4,9,True,True,"['diabetes', 'obesity']"
2234,2025-05-01T11:53:03.899262,hamster,mixed,5.7,adult,0.2,"['routine checkup', 'dental cleaning inquiry']","mixed hamster with routine checkup, dental cleaning inquiry. Age: 5.7 years. Has been going on for 2 days. Seems to be getting worse.",low,1,192,False,True,[]
2235,2025-08-13T11:53:03.899270,bird,mixed,12.4,senior,0.4,"['vomiting', 'lethargy']","My 12.4 year old mixed bird has been experiencing vomiting, lethargy. Just started an hour ago. Should we come in immediately?",moderate,3,19,False,False,[]
2236,2024-11-04T11:53:03.899278,hamster,mixed,6.4,adult,0.2,"['drinking more water than usual', 'ear discharge', 'vaccination due']","My 6.4 year old mixed hamster has been experiencing drinking more water than usual, ear discharge, vaccination due. Started today. Should we come in immediately?",moderate,2,58,False,False,[]
2237,2025-02-03T11:53:03.899286,cat,Sphynx,20.0,geriatric,4.5,"['grooming required', 'dental cleaning inquiry', 'behavioral consultation', 'mild scratching']","My 20.0 year old Sphynx cat has been experiencing grooming required, dental cleaning inquiry, behavioral consultation, mild scratching. Symptoms for the past week. Pet is distressed.",low,3,26,False,True,[]
2238,2025-02-08T11:53:03.899293,rabbit,mixed,4.8,adult,3.3,"['mild coughing', 'ear discharge']","mixed rabbit with mild coughing, ear discharge. Age: 4.8 years. Started today. Very worried.",moderate,2,71,False,False,[]
2239,2024-10-09T11:53:03.899301,hamster,mixed,10.9,senior,0.2,"['minor limping', 'ear discharge', 'urinating more frequently', 'mild scratching']","My 10.9 year old mixed hamster has been experiencing minor limping, ear discharge, urinating more frequently, mild scratching. Progressive over 3 days. Very worried.",moderate,3,27,False,False,[]
2240,2025-01-05T11:53:03.899308,guinea pig,mixed,6.9,adult,1.0,['grooming required'],mixed guinea pig with grooming required. Age: 6.9 years. Noticed yesterday. Seems to be getting worse.,low,1,202,False,True,[]
2241,2025-07-19T11:53:03.899317,dog,Bulldog,15.5,geriatric,18.4,"['minor eye discharge', 'diarrhea', 'mild coughing', 'excessive scratching', 'persistent coughing']","Concerned about my dog (Bulldog, 15.5yo) showing signs of minor eye discharge, diarrhea, mild coughing, excessive scratching, persistent coughing. Has been going on for 2 days. Should we come in immediately?",moderate,4,11,True,True,[]
2242,2024-11-13T11:53:03.899325,dog,Bulldog,8.7,senior,15.4,"['weight management consultation', 'routine checkup']","Patient is a Bulldog dog, 8.7 years old, presenting with weight management consultation, routine checkup. Has been going on for 2 days. Pet is distressed.",low,2,104,False,True,[]
2243,2025-03-15T11:53:03.899332,dog,Labrador,5.4,adult,30.9,['minor limping'],"Concerned about my dog (Labrador, 5.4yo) showing signs of minor limping. Noticed yesterday. Please advise urgency.",moderate,2,82,False,False,"['thyroid issues', 'eye problems']"
2244,2025-05-03T11:53:03.899341,rabbit,mixed,9.1,senior,1.6,"['nail trimming needed', 'bad breath', 'dental cleaning inquiry', 'behavioral consultation']","My 9.1 year old mixed rabbit has been experiencing nail trimming needed, bad breath, dental cleaning inquiry, behavioral consultation. Has been going on for 2 days. Is this an emergency?",low,2,58,False,True,[]
2245,2024-12-19T11:53:03.899348,guinea pig,mixed,3.0,young,0.9,"['excessive scratching', 'minor eye discharge', 'sneezing', 'minor limping']","Patient is a mixed guinea pig, 3.0 years old, presenting with excessive scratching, minor eye discharge, sneezing, minor limping. Just started an hour ago. Seems to be getting worse.",moderate,3,40,False,True,['anxiety']
2246,2024-12-27T11:53:03.899357,cat,Bengal,0.2,kitten,2.8,"['urinating more frequently', 'sneezing', 'lethargy', 'minor limping']","My 0.2 year old Bengal cat has been experiencing urinating more frequently, sneezing, lethargy, minor limping. Symptoms for the past week. Pet is distressed.",moderate,3,45,False,True,['anxiety']
2247,2025-01-20T11:53:03.899366,hamster,mixed,5.8,adult,0.2,"['dental cleaning inquiry', 'excessive scratching']","Concerned about my hamster (mixed, 5.8yo) showing signs of dental cleaning inquiry, excessive scratching. Symptoms for the past week. Is this an emergency?",low,1,191,False,False,[]
